date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-10-28 19:34:33,JustinTrudeau,,15,21,183,"Aujourd'hui, nous annonçons que l'élection partielle dans la circonscription de Leeds–Grenville–Thousand Islands et Rideau Lakes aura lieu le 3 décembre.https://pm.gc.ca/fra/nouvelles/2018/10/28/premier-ministre-annonce-la-tenue-dune-election-partielle-leeds-grenville …",,,,1056630315614195714,https://twitter.com/JustinTrudeau/status/1056630315614195714
2018-10-28 14:10:20,JustinTrudeau,,516,590,2839,"This week, we announced our plan to put a price on pollution. Check out this moment for more on the concrete steps we’re taking to cut pollution, grow the economy & create jobs. #EnvironmentEconomy #ClimateAction https://twitter.com/i/moments/1055897488736043010 …",,,#EnvironmentEconomy #ClimateAction,1056548724732702722,https://twitter.com/JustinTrudeau/status/1056548724732702722
2018-10-28 14:04:25,JustinTrudeau,,29,69,376,"Cette semaine, nous avons annoncé notre plan pour tarifier la pollution. Apprenez-en davantage sur les mesures concrètes que nous prenons pour réduire la pollution, stimuler l’économie et créer des emplois. #EnvironnementÉconomie #ActionClimatique https://twitter.com/i/moments/1055923214856175616 …",,,#EnvironnementÉconomie #ActionClimatique,1056547234970357760,https://twitter.com/JustinTrudeau/status/1056547234970357760
2018-10-27 23:04:54,JustinTrudeau,,424,1728,11038,"Happy 20th birthday to @nationalpost. Thanks for all the support over the years! Seriously, having different views aired vigorously is the essence of a free press, and vital to the health of our democracy. Many happy returns.",,@nationalpost,,1056320865762107392,https://twitter.com/JustinTrudeau/status/1056320865762107392
2018-10-27 23:04:39,JustinTrudeau,,14,31,306,"Le @nationalpost fête ses 20 ans. Merci pour le soutien que vous offrez depuis des années! Sérieusement, la possibilité de publier différents points de vue est le fondement de la liberté de presse, et c’est essentiel à la vitalité de notre démocratie. Joyeux anniversaire.",,@nationalpost,,1056320801497079808,https://twitter.com/JustinTrudeau/status/1056320801497079808
2018-10-27 22:46:56,JustinTrudeau,CanadianForces,68,266,1583,"Another great year for our brave wounded warriors at the #InvictusGames - you all represent the very best of Canada & our @CanadianForces. Congratulations to everyone on the @IGTeamCanada!https://twitter.com/CanadianForces/status/1056185831130648576 …",,@CanadianForces @IGTeamCanada,#InvictusGames,1056316343266566144,https://twitter.com/JustinTrudeau/status/1056316343266566144
2018-10-27 22:46:33,JustinTrudeau,ForcesCanada,5,31,253,"Nos braves guerriers blessés ont eu une autre année formidable aux #JeuxInvictus. Ils représentent bien nos @ForcesCanada et ce qu’il y a de mieux au Canada. Félicitations à tous les membres de @IGTeamCanada!https://twitter.com/ForcesCanada/status/1056187385342500865 …",,@ForcesCanada @IGTeamCanada,#JeuxInvictus,1056316248269697025,https://twitter.com/JustinTrudeau/status/1056316248269697025
2018-10-27 17:10:38,JustinTrudeau,,1236,8696,44855,"Canadians’ hearts are with the Jewish community in Pittsburgh today, as they endured a horrific anti-Semitic attack while at prayer. May the families of those murdered be comforted, and may the injured recover quickly and fully.",,,,1056231711242018816,https://twitter.com/JustinTrudeau/status/1056231711242018816
2018-10-27 17:10:18,JustinTrudeau,,33,279,1158,"Aujourd’hui, les Canadiens sont de tout cœur avec la communauté juive de Pittsburgh qui a subi une attaque antisémite horrible alors qu’elle priait. Puissent les familles des personnes tuées trouver du réconfort, et puissent les blessés se rétablir complètement et rapidement.",,,,1056231627255250944,https://twitter.com/JustinTrudeau/status/1056231627255250944
2018-10-26 23:11:38,JustinTrudeau,,265,824,4114,"Ethiopia has joined a growing list of countries with gender-balanced cabinets. And this week, the country’s Parliament appointed its first female president. Congratulations to @SahleWorkZewde on the milestone. We look forward to continuing to work with Ethiopia’s government.",,@SahleWorkZewde,,1055960173943181312,https://twitter.com/JustinTrudeau/status/1055960173943181312
2018-10-26 23:10:57,JustinTrudeau,,13,51,263,"L’Éthiopie s’est jointe au nombre croissant de pays dotés d’un cabinet paritaire. Cette semaine, le Parlement a nommé la première femme présidente du pays. Félicitations à @SahleWorkZewde pour cette réalisation. Nous avons hâte de poursuivre notre collaboration avec l’Éthiopie.",,@SahleWorkZewde,,1055960001943093249,https://twitter.com/JustinTrudeau/status/1055960001943093249
2018-10-26 22:04:44,JustinTrudeau,,92,259,1487,"Our shared values and people have united our countries for decades, and yesterday we focused on the future of the friendship between Canada & the Netherlands. Thank you, Mark, for your visit: http://bit.ly/2z54DAy pic.twitter.com/MjTxlwaoXE",,,,1055943335746134016,https://twitter.com/JustinTrudeau/status/1055943335746134016
2018-10-26 22:03:16,JustinTrudeau,,19,44,300,"Nos valeurs communes et nos populations unissent nos pays depuis des décennies et hier, nous nous sommes concentrés sur l’avenir de l’amitié entre le Canada et les Pays-Bas. Merci de votre visite, Mark : http://bit.ly/2DaJpWi pic.twitter.com/0HQDhgL3B3",,,,1055942967872143360,https://twitter.com/JustinTrudeau/status/1055942967872143360
2018-10-26 21:36:46,JustinTrudeau,,39,64,334,"Last night at Premio Italia Nel Mondo 2018 Awards Dinner, we remembered automotive giant Sergio Marchionne & celebrated 4 remarkable Italian-Canadians making a difference in their communities. Congratulations again to Licia Canton, Toni Varone, Fausto Gaudio, and @joemancinelli.pic.twitter.com/mu3eN465vC",,@joemancinelli,,1055936298568048645,https://twitter.com/JustinTrudeau/status/1055936298568048645
2018-10-26 21:35:43,JustinTrudeau,,8,18,156,"Hier, au dîner de remise des prix Premio Italia Nel Mondo 2018, nous avons honoré Sergio Marchionne, géant du secteur de l’automobile, et souligné les contributions de quatre Italo-Canadiens remarquables. Félicitations à Licia Canton, Toni Varone, Fausto Gaudio et @joemancinelli.pic.twitter.com/C5KtIZUzDT",,@joemancinelli,,1055936035853611009,https://twitter.com/JustinTrudeau/status/1055936035853611009
2018-10-26 17:24:57,JustinTrudeau,,121,646,3448,"Two countries, forever united. Thank you, Trooper Don White. Thank you to all the Canadians who fought and sacrificed to liberate the Netherlands.pic.twitter.com/qPytqXg15h",,,,1055872925016965122,https://twitter.com/JustinTrudeau/status/1055872925016965122
